typeID,solarSystemID,radius,itemName
2016,31000753,4640000,J102739 VII
2017,31000754,4650000,J171309 I
2063,31000754,5520000,J171309 II
2015,31000754,8430000,J171309 III
2015,31000754,5500000,J171309 IV
13,31000754,35340000,J171309 V
13,31000754,32510000,J171309 VI
13,31000754,95590000,J171309 VII
13,31000754,22280000,J171309 VIII
2017,31000754,11270000,J171309 IX
2016,31000755,2620000,J133417 I
2016,31000755,2210000,J133417 II
2016,31000755,2000000,J133417 III
11,31000755,4620000,J133417 IV
2016,31000755,6090000,J133417 V
11,31000755,7210000,J133417 VI
2017,31000755,8800000,J133417 VII
13,31000755,13160000,J133417 VIII
2016,31000756,2340000,J124749 I
11,31000756,7300000,J124749 II
11,31000756,7070000,J124749 III
13,31000756,13860000,J124749 IV
13,31000756,34520000,J124749 V
13,31000756,44680000,J124749 VI
13,31000756,13730000,J124749 VII
12,31000756,15220000,J124749 VIII
2016,31000757,3150000,J122137 I
2017,31000757,5820000,J122137 II
2014,31000757,4640000,J122137 III
11,31000757,5970000,J122137 IV
13,31000757,44710000,J122137 V
13,31000757,13630000,J122137 VI
13,31000757,24310000,J122137 VII
12,31000757,16580000,J122137 VIII
2017,31000758,3960000,J140353 I
2016,31000758,6450000,J140353 II
11,31000758,5310000,J140353 III
13,31000758,14620000,J140353 IV
2016,31000758,11600000,J140353 V
13,31000758,30780000,J140353 VI
13,31000758,83640000,J140353 VII
2017,31000758,4110000,J140353 VIII
13,31000758,50610000,J140353 IX
2016,31000758,10300000,J140353 X
2016,31000759,3610000,J104029 I
2016,31000759,2710000,J104029 II
2017,31000759,4600000,J104029 III
2017,31000759,5830000,J104029 IV
11,31000759,10700000,J104029 V
11,31000759,4320000,J104029 VI
13,31000759,47270000,J104029 VII
13,31000759,21280000,J104029 VIII
13,31000759,41200000,J104029 IX
2014,31000759,7700000,J104029 X
2016,31000760,2900000,J151348 I
2016,31000760,2620000,J151348 II
2016,31000760,12030000,J151348 III
13,31000760,25560000,J151348 IV
13,31000760,54660000,J151348 V
13,31000760,47080000,J151348 VI
2016,31000761,10140000,J163522 I
13,31000761,156800000,J163522 II
13,31000761,108040000,J163522 III
2016,31000761,9820000,J163522 IV
2016,31000761,3410000,J163522 V
2016,31000762,2290000,J131315 I
2015,31000762,2780000,J131315 II
2016,31000762,2900000,J131315 III
2016,31000762,5290000,J131315 IV
11,31000762,4630000,J131315 V
13,31000762,19950000,J131315 VI
13,31000762,29120000,J131315 VII
2014,31000762,3620000,J131315 VIII
2016,31000763,1540000,J114008 I
2016,31000763,3940000,J114008 II
11,31000763,6560000,J114008 III
13,31000763,92650000,J114008 IV
13,31000763,86280000,J114008 V
2016,31000764,3520000,J233839 I
2016,31000764,3580000,J233839 II
2016,31000764,6780000,J233839 III
11,31000764,7600000,J233839 IV
13,31000764,23150000,J233839 V
13,31000764,36270000,J233839 VI
13,31000764,36290000,J233839 VII
2016,31000764,6740000,J233839 VIII
12,31000764,23250000,J233839 IX
2016,31000766,3040000,J114308 I
2017,31000766,4540000,J114308 II
2016,31000766,4400000,J114308 III
13,31000766,19090000,J114308 IV
13,31000766,26920000,J114308 V
13,31000766,52250000,J114308 VI
12,31000766,11660000,J114308 VII
2016,31000766,4600000,J114308 VIII
2016,31000767,2450000,J130125 I
2015,31000767,4090000,J130125 II
11,31000767,4390000,J130125 III
13,31000767,14580000,J130125 IV
13,31000767,24250000,J130125 V
13,31000767,18890000,J130125 VI
13,31000767,56220000,J130125 VII
12,31000767,11910000,J130125 VIII
2063,31000767,3490000,J130125 IX
2016,31000768,1780000,J173213 I
2016,31000768,4770000,J173213 II
2015,31000768,4290000,J173213 III
11,31000768,5700000,J173213 IV
2016,31000768,3260000,J173213 V
13,31000768,20600000,J173213 VI
13,31000768,20310000,J173213 VII
13,31000768,28710000,J173213 VIII
13,31000768,11850000,J173213 IX
2016,31000769,1890000,J160126 I
2016,31000769,3630000,J160126 II
11,31000769,4560000,J160126 III
2016,31000769,10370000,J160126 IV
11,31000769,4700000,J160126 V
2016,31000769,3510000,J160126 VI
13,31000769,18970000,J160126 VII
13,31000769,17980000,J160126 VIII
2016,31000770,2140000,J154813 I
2063,31000770,3250000,J154813 II
2016,31000770,3160000,J154813 III
11,31000770,5280000,J154813 IV
2017,31000770,6010000,J154813 V
2015,31000770,3590000,J154813 VI
13,31000770,37210000,J154813 VII
13,31000770,46960000,J154813 VIII
13,31000770,19140000,J154813 IX
2016,31000770,9550000,J154813 X
2016,31000771,1680000,J215151 I
2016,31000771,2120000,J215151 II
2063,31000771,2150000,J215151 III
2016,31000771,3450000,J215151 IV
2016,31000771,4230000,J215151 V
2016,31000771,3710000,J215151 VI
2017,31000771,5370000,J215151 VII
2016,31000771,9940000,J215151 VIII
13,31000771,32260000,J215151 IX
13,31000771,23380000,J215151 X
2016,31000772,2900000,J144739 I
2016,31000772,2610000,J144739 II
2017,31000772,5470000,J144739 III
13,31000772,59740000,J144739 IV
11,31000772,6390000,J144739 V
2014,31000772,2990000,J144739 VI
2016,31000773,1880000,J102602 I
2015,31000773,1990000,J102602 II
2016,31000773,3050000,J102602 III
2017,31000773,4070000,J102602 IV
13,31000773,18300000,J102602 V
13,31000773,44670000,J102602 VI
13,31000773,30650000,J102602 VII
2014,31000773,3980000,J102602 VIII
2014,31000773,6490000,J102602 IX
13,31000773,31580000,J102602 X
2015,31000774,2360000,J120924 I
2016,31000774,2050000,J120924 II
2017,31000774,4490000,J120924 III
2016,31000774,2380000,J120924 IV
2015,31000774,6380000,J120924 V
11,31000774,8920000,J120924 VI
2017,31000774,12890000,J120924 VII
2017,31000774,14190000,J120924 VIII
2016,31000774,10060000,J120924 IX
2015,31000774,4940000,J120924 X
2016,31000775,1920000,J212906 I
2015,31000775,3640000,J212906 II
11,31000775,4630000,J212906 III
13,31000775,19210000,J212906 IV
13,31000775,16110000,J212906 V
13,31000775,15560000,J212906 VI
13,31000775,37310000,J212906 VII
13,31000775,20790000,J212906 VIII
2014,31000775,10330000,J212906 IX
2014,31000775,2830000,J212906 X
2015,31000776,1800000,J101719 I
2016,31000776,2870000,J101719 II
2016,31000776,2650000,J101719 III
2016,31000776,2650000,J101719 IV
2063,31000776,3270000,J101719 V
2016,31000776,7450000,J101719 VI
2016,31000776,6600000,J101719 VII
13,31000776,32530000,J101719 VIII
13,31000776,22680000,J101719 IX
2014,31000776,3830000,J101719 X
13,31000777,18387923,J101824 I
2015,31000778,3910000,J153003 I
2016,31000778,2220000,J153003 II
2017,31000778,13890000,J153003 III
13,31000778,41180000,J153003 IV
11,31000778,6420000,J153003 V
13,31000778,46390000,J153003 VI
13,31000778,31750000,J153003 VII
12,31000778,8430000,J153003 VIII
12,31000778,8730000,J153003 IX
2015,31000779,2610000,J105123 I
2016,31000779,4690000,J105123 II
2016,31000779,1960000,J105123 III
2015,31000779,11530000,J105123 IV
2016,31000779,7600000,J105123 V
13,31000779,35590000,J105123 VI
13,31000779,26510000,J105123 VII
13,31000779,37180000,J105123 VIII
13,31000779,12480000,J105123 IX
2015,31000779,2740000,J105123 X
2016,31000779,4060000,J105123 XI
2016,31000780,1860000,J122635 I
2015,31000780,5010000,J122635 II
2016,31000780,2580000,J122635 III
11,31000780,5100000,J122635 IV
2016,31000780,5780000,J122635 V
2016,31000780,8070000,J122635 VI
2016,31000780,8060000,J122635 VII
2016,31000780,3670000,J122635 VIII
2016,31000780,11910000,J122635 IX
13,31000780,17920000,J122635 X
11,31000780,4810000,J122635 XI
11,31000780,11060000,J122635 XII
2017,31000781,4170000,J152624 I
2016,31000781,4300000,J152624 II
11,31000781,7890000,J152624 III
2017,31000781,6630000,J152624 IV
2017,31000781,18700000,J152624 V
13,31000781,72820000,J152624 VI
12,31000781,9000000,J152624 VII
2017,31000781,5180000,J152624 VIII
2016,31000782,2130000,J224145 I
2016,31000782,3350000,J224145 II
2016,31000782,4310000,J224145 III
2014,31000782,2400000,J224145 IV
11,31000782,11400000,J224145 V
2016,31000782,3080000,J224145 VI
2014,31000782,3370000,J224145 VII
2017,31000782,4700000,J224145 VIII
13,31000782,18340000,J224145 IX
13,31000782,31000000,J224145 X
13,31000782,47650000,J224145 XI
12,31000782,14650000,J224145 XII
2016,31000783,3350000,J163318 I
2063,31000783,2200000,J163318 II
2016,31000783,5270000,J163318 III
2017,31000783,5240000,J163318 IV
13,31000783,23490000,J163318 V
13,31000783,27440000,J163318 VI
13,31000783,22880000,J163318 VII
13,31000783,64510000,J163318 VIII
12,31000783,13790000,J163318 IX
2017,31000784,4170000,J144004 I
2014,31000784,3630000,J144004 II
13,31000784,17590000,J144004 III
13,31000784,28660000,J144004 IV
13,31000784,26070000,J144004 V
13,31000784,107490000,J144004 VI
12,31000784,20760000,J144004 VII
2016,31000784,9080000,J144004 VIII
2015,31000784,4090000,J144004 IX
2016,31000785,1890000,J122931 I
2016,31000785,3630000,J122931 II
2016,31000785,4560000,J122931 III
11,31000785,10370000,J122931 IV
2017,31000785,4700000,J122931 V
2016,31000785,3510000,J122931 VI
13,31000785,18970000,J122931 VII
13,31000785,17980000,J122931 VIII
2015,31000786,3890000,J173245 I
2016,31000786,5520000,J173245 II
2017,31000786,5550000,J173245 III
2017,31000786,6600000,J173245 IV
11,31000786,5640000,J173245 V
13,31000786,100700000,J173245 VI
13,31000786,64830000,J173245 VII
13,31000786,41250000,J173245 VIII
12,31000786,15320000,J173245 IX
2016,31000787,2790000,J145246 I
2063,31000787,4430000,J145246 II
2017,31000787,8470000,J145246 III
2016,31000787,3860000,J145246 IV
13,31000787,25100000,J145246 V
13,31000787,25540000,J145246 VI
11,31000787,12570000,J145246 VII
2016,31000788,4640000,J124526 I
2015,31000788,2190000,J124526 II
2017,31000788,6970000,J124526 III
2016,31000788,9370000,J124526 IV
13,31000788,39540000,J124526 V
2014,31000788,3330000,J124526 VI
13,31000788,20450000,J124526 VII
11,31000788,9390000,J124526 VIII
12,31000788,15740000,J124526 IX
2015,31000789,3160000,J165648 I
11,31000789,5260000,J165648 II
13,31000789,14950000,J165648 III
2017,31000789,4820000,J165648 IV
13,31000789,36570000,J165648 V
13,31000789,76840000,J165648 VI
13,31000789,55840000,J165648 VII
2016,31000789,5450000,J165648 VIII
2016,31000790,3730000,J134405 I
2014,31000790,7800000,J134405 II
2017,31000790,15850000,J134405 III
13,31000790,19820000,J134405 IV
13,31000790,94380000,J134405 V
13,31000790,30440000,J134405 VI
12,31000790,23560000,J134405 VII
2016,31000791,2280000,J213111 I
2015,31000791,1870000,J213111 II
2015,31000791,2720000,J213111 III
2015,31000791,3920000,J213111 IV
2014,31000791,1990000,J213111 V
13,31000791,15890000,J213111 VI
13,31000791,14020000,J213111 VII
13,31000791,21740000,J213111 VIII
2014,31000791,10610000,J213111 IX
2015,31000792,3090000,J135422 I
2063,31000792,3600000,J135422 II
2015,31000792,6070000,J135422 III
11,31000792,4440000,J135422 IV
13,31000792,13220000,J135422 V
2014,31000792,5350000,J135422 VI
13,31000792,25090000,J135422 VII
13,31000792,36000000,J135422 VIII
13,31000792,21540000,J135422 IX
12,31000792,18020000,J135422 X
2016,31000793,4610000,J153030 I
13,31000793,20240000,J153030 II
13,31000793,80800000,J153030 III
13,31000793,111370000,J153030 IV
2063,31000793,4280000,J153030 V
12,31000793,7090000,J153030 VI
11,31000794,9850000,J120634 I
13,31000794,113260000,J120634 II
13,31000794,45676375,J120634 III
13,31000794,77100000,J120634 IV
2015,31000794,2560000,J120634 V
2016,31000795,1840000,J102209 I
2016,31000795,2990000,J102209 II
2016,31000795,4230000,J102209 III
2016,31000795,6890000,J102209 IV
2016,31000795,5940000,J102209 V
13,31000795,33260000,J102209 VI
13,31000795,18860000,J102209 VII
13,31000795,44850000,J102209 VIII
2015,31000796,2890000,J123540 I
2016,31000796,4030000,J123540 II
2015,31000796,4390000,J123540 III
2016,31000796,7190000,J123540 IV
2016,31000796,4260000,J123540 V
13,31000796,18940000,J123540 VI
13,31000796,17430000,J123540 VII
2017,31000796,7140000,J123540 VIII
13,31000796,47040000,J123540 IX
12,31000796,26510000,J123540 X
2016,31000796,2610000,J123540 XI
2016,31000797,2740000,J112715 I
2016,31000797,3480000,J112715 II
2017,31000797,6140000,J112715 III
2016,31000797,4510000,J112715 IV
13,31000797,22930000,J112715 V
13,31000797,15770000,J112715 VI
13,31000797,21440000,J112715 VII
2015,31000798,3200000,J162159 I
2016,31000798,4520000,J162159 II
2014,31000798,1840000,J162159 III
13,31000798,23950000,J162159 IV
13,31000798,36290000,J162159 V
12,31000798,27730000,J162159 VI
2016,31000799,5850000,J122118 I
2017,31000799,9010000,J122118 II
13,31000799,13760000,J122118 III
2017,31000799,6720000,J122118 IV
13,31000799,82040000,J122118 V
13,31000799,83190000,J122118 VI
12,31000799,28500000,J122118 VII
2016,31000799,3030000,J122118 VIII
2016,31000800,2580000,J105244 I
2015,31000800,4420000,J105244 II
2016,31000800,3890000,J105244 III
11,31000800,5620000,J105244 IV
2017,31000800,4170000,J105244 V
13,31000800,47470000,J105244 VI
2017,31000800,5000000,J105244 VII
13,31000800,45060000,J105244 VIII
12,31000800,24560000,J105244 IX
2015,31000801,1770000,J123958 I
2016,31000801,3320000,J123958 II
2016,31000801,3730000,J123958 III
11,31000801,4310000,J123958 IV
11,31000801,7330000,J123958 V
11,31000801,7590000,J123958 VI
2017,31000801,18140000,J123958 VII
2016,31000801,10060000,J123958 VIII
2016,31000801,2250000,J123958 IX
13,31000801,41580000,J123958 X
2016,31000801,8020000,J123958 XI
2016,31000802,1720000,J223552 I
2016,31000802,4550000,J223552 II
2016,31000802,6370000,J223552 III
2014,31000802,4950000,J223552 IV
2017,31000802,15560000,J223552 V
13,31000802,22050000,J223552 VI
2016,31000802,12540000,J223552 VII
13,31000802,45030000,J223552 VIII
12,31000802,14600000,J223552 IX
2016,31000803,4230000,J232359 I
13,31000803,31760000,J232359 II
13,31000803,96760000,J232359 III
13,31000803,55940000,J232359 IV
2016,31000803,4330000,J232359 V
2017,31000804,6780000,J171539 I
11,31000804,7660000,J171539 II
11,31000804,7310000,J171539 III
13,31000804,39170000,J171539 IV
13,31000804,39750000,J171539 V
13,31000804,34920000,J171539 VI
2017,31000804,9380000,J171539 VII
2015,31000805,2540000,J100102 I
2017,31000805,5350000,J100102 II
2015,31000805,12480000,J100102 III
2016,31000805,5740000,J100102 IV
13,31000805,13170000,J100102 V
13,31000805,18820000,J100102 VI
13,31000805,62450000,J100102 VII
13,31000805,14310000,J100102 VIII
12,31000805,13810000,J100102 IX
2015,31000805,3130000,J100102 X
2016,31000806,2000000,J154249 I
2015,31000806,4330000,J154249 II
11,31000806,7760000,J154249 III
2016,31000806,3800000,J154249 IV
11,31000806,6980000,J154249 V
13,31000806,15590000,J154249 VI
2014,31000806,3930000,J154249 VII
11,31000806,4590000,J154249 VIII
2016,31000807,2730000,J105311 I
2017,31000807,4310000,J105311 II
2014,31000807,3990000,J105311 III
2014,31000807,2680000,J105311 IV
11,31000807,6900000,J105311 V
11,31000807,6220000,J105311 VI
2016,31000807,10500000,J105311 VII
11,31000807,5970000,J105311 VIII
13,31000807,18540000,J105311 IX
13,31000807,14860000,J105311 X
13,31000807,14620000,J105311 XI
2016,31000808,4770000,J210536 I
2016,31000808,5580000,J210536 II
2016,31000808,3960000,J210536 III
2016,31000808,3350000,J210536 IV
11,31000808,4570000,J210536 V
11,31000808,10450000,J210536 VI
11,31000808,4710000,J210536 VII
2017,31000809,5510000,J151248 I
2016,31000809,7410000,J151248 II
13,31000809,15020000,J151248 III
13,31000809,20650000,J151248 IV
13,31000809,59380000,J151248 V
13,31000809,20290000,J151248 VI
13,31000809,24180000,J151248 VII
2016,31000809,3750000,J151248 VIII
2016,31000810,4600000,J131852 I
2016,31000810,2310000,J131852 II
2017,31000810,5950000,J131852 III
11,31000810,5710000,J131852 IV
13,31000810,40730000,J131852 V
2016,31000810,7750000,J131852 VI
13,31000810,100610000,J131852 VII
2014,31000810,4050000,J131852 VIII
2016,31000811,2360000,J141611 I
2016,31000811,2850000,J141611 II
2016,31000811,3260000,J141611 III
11,31000811,4260000,J141611 IV
2016,31000811,3000000,J141611 V
2014,31000811,3610000,J141611 VI
2014,31000811,5970000,J141611 VII
2016,31000811,3540000,J141611 VIII
13,31000811,13260000,J141611 IX
2017,31000811,16350000,J141611 X
2016,31000811,9850000,J141611 XI
13,31000811,13780000,J141611 XII
2015,31000812,2830000,J113723 I
2016,31000812,1870000,J113723 II
2016,31000812,3260000,J113723 III
2015,31000812,5790000,J113723 IV
2016,31000812,6740000,J113723 V
13,31000812,32340000,J113723 VI
13,31000812,21820000,J113723 VII
13,31000812,21340000,J113723 VIII
2015,31000813,4910000,J121323 I
2016,31000813,7670000,J121323 II
2016,31000813,2620000,J121323 III
11,31000813,6220000,J121323 IV
11,31000813,10700000,J121323 V
13,31000813,25210000,J121323 VI
13,31000813,92290000,J121323 VII
2015,31000814,3090000,J144422 I
2015,31000814,6200000,J144422 II
2016,31000814,7380000,J144422 III
11,31000814,7780000,J144422 IV
2017,31000814,18410000,J144422 V
13,31000814,16630000,J144422 VI
2016,31000814,7190000,J144422 VII
13,31000814,33210000,J144422 VIII
13,31000814,26790000,J144422 IX
12,31000814,34260000,J144422 X
2016,31000814,2380000,J144422 XI
2015,31000815,3710000,J140722 I
2017,31000815,3970000,J140722 II
2017,31000815,4970000,J140722 III
2015,31000815,6140000,J140722 IV
13,31000815,27550000,J140722 V
13,31000815,26300000,J140722 VI
13,31000815,17940000,J140722 VII
13,31000815,49700000,J140722 VIII
2015,31000816,2460000,J141637 I
2016,31000816,2310000,J141637 II
2016,31000816,6290000,J141637 III
2016,31000816,4300000,J141637 IV
13,31000816,23120000,J141637 V
13,31000816,76990000,J141637 VI
13,31000816,102340000,J141637 VII
12,31000816,19220000,J141637 VIII
2016,31000817,1920000,J112617 I
2016,31000817,1930000,J112617 II
2016,31000817,2750000,J112617 III
11,31000817,5030000,J112617 IV
2014,31000817,2330000,J112617 V
2016,31000817,11210000,J112617 VI
2017,31000817,6440000,J112617 VII
11,31000817,8450000,J112617 VIII
2015,31000818,2290000,J150754 I
2016,31000818,3460000,J150754 II
2016,31000818,2930000,J150754 III
2015,31000818,5360000,J150754 IV
2016,31000818,2830000,J150754 V
11,31000818,4960000,J150754 VI
2016,31000818,2630000,J150754 VII
2016,31000818,10590000,J150754 VIII
11,31000818,10330000,J150754 IX
11,31000818,6750000,J150754 X
2016,31000819,3060000,J102946 I
2016,31000819,2600000,J102946 II
2016,31000819,3950000,J102946 III
2014,31000819,5370000,J102946 IV
2016,31000819,11040000,J102946 V
13,31000819,16410000,J102946 VI
13,31000819,24130000,J102946 VII
13,31000819,16620000,J102946 VIII
2015,31000820,4080000,J115234 I
2017,31000820,6160000,J115234 II
11,31000820,7090000,J115234 III
11,31000820,5950000,J115234 IV
2017,31000820,11900000,J115234 V
13,31000820,67900000,J115234 VI
13,31000820,34570000,J115234 VII
12,31000820,8040000,J115234 VIII
12,31000820,19500000,J115234 IX
2016,31000821,4220000,J145145 I
2017,31000821,4930000,J145145 II
2016,31000821,1950000,J145145 III
11,31000821,7180000,J145145 IV
2016,31000821,5860000,J145145 V
13,31000821,24400000,J145145 VI
11,31000821,6770000,J145145 VII
13,31000821,45510000,J145145 VIII
13,31000821,55830000,J145145 IX
2016,31000821,3760000,J145145 X
13,31000821,18880000,J145145 XI
2063,31000822,1890000,J145426 I
2016,31000822,2120000,J145426 II
2015,31000822,4980000,J145426 III
2016,31000822,4460000,J145426 IV
2016,31000822,4840000,J145426 V
11,31000822,7480000,J145426 VI
11,31000822,9690000,J145426 VII
11,31000822,11590000,J145426 VIII
13,31000822,39710000,J145426 IX
12,31000822,19440000,J145426 X
2016,31000823,3290000,J122732 I
2015,31000823,4380000,J122732 II
13,31000823,29010000,J122732 III
13,31000823,31880000,J122732 IV
13,31000823,53260000,J122732 V
2016,31000823,4810000,J122732 VI
2017,31000823,5170000,J122732 VII
2015,31000824,2340000,J144203 I
2017,31000824,5940000,J144203 II
2063,31000824,11400000,J144203 III
11,31000824,11500000,J144203 IV
13,31000824,17550000,J144203 V
11,31000824,7060000,J144203 VI
2016,31000824,10440000,J144203 VII
2015,31000825,3630000,J140843 I
2015,31000825,5270000,J140843 II
2016,31000825,3380000,J140843 III
2063,31000825,8530000,J140843 IV
13,31000825,61400000,J140843 V
13,31000825,14610000,J140843 VI
13,31000825,15280000,J140843 VII
12,31000825,14170000,J140843 VIII
2016,31000825,5700000,J140843 IX
2016,31000826,2060000,J155631 I
2016,31000826,2450000,J155631 II
2016,31000826,2930000,J155631 III
11,31000826,6020000,J155631 IV
2016,31000826,2070000,J155631 V
13,31000826,14540000,J155631 VI
2016,31000826,5190000,J155631 VII
11,31000826,11490000,J155631 VIII
13,31000826,14450000,J155631 IX
2016,31000827,3290000,J235525 I
2015,31000827,5470000,J235525 II
11,31000827,5980000,J235525 III
11,31000827,8240000,J235525 IV
2017,31000827,4470000,J235525 V
2016,31000827,2210000,J235525 VI
13,31000827,20210000,J235525 VII
13,31000827,128830000,J235525 VIII
13,31000827,48960000,J235525 IX
2016,31000827,11140000,J235525 X
2016,31000828,2690000,J121749 I
2015,31000828,2750000,J121749 II
2016,31000828,4050000,J121749 III
2015,31000828,4150000,J121749 IV
2016,31000828,3370000,J121749 V
2017,31000828,5920000,J121749 VI
2016,31000828,2390000,J121749 VII
2017,31000828,7630000,J121749 VIII
2016,31000828,2890000,J121749 IX
2015,31000829,2200000,J162518 I
2016,31000829,4390000,J162518 II
13,31000829,20970000,J162518 III
13,31000829,19990000,J162518 IV
13,31000829,34970000,J162518 V
13,31000829,27040000,J162518 VI
13,31000829,19180000,J162518 VII
12,31000829,14660000,J162518 VIII
2015,31000830,1890000,J132012 I
2016,31000830,2530000,J132012 II
2016,31000830,3180000,J132012 III
11,31000830,4210000,J132012 IV
2016,31000830,1980000,J132012 V
2016,31000830,5940000,J132012 VI
2017,31000830,5870000,J132012 VII
13,31000830,11600000,J132012 VIII
13,31000830,22070000,J132012 IX
2016,31000830,3830000,J132012 X
2016,31000831,3670000,J102038 I
2063,31000831,1760000,J102038 II
2016,31000831,4720000,J102038 III
2014,31000831,8130000,J102038 IV
2014,31000831,11180000,J102038 V
2016,31000831,4630000,J102038 VI
13,31000831,119130000,J102038 VII
2016,31000831,9670000,J102038 VIII
2017,31000831,12120000,J102038 IX
2015,31000832,3790000,J150234 I
2016,31000832,2560000,J150234 II
2015,31000832,4970000,J150234 III
2016,31000832,3850000,J150234 IV
2016,31000832,6900000,J150234 V
2017,31000832,3830000,J150234 VI
13,31000832,39700000,J150234 VII
13,31000832,92790000,J150234 VIII
2016,31000832,6510000,J150234 IX
2016,31000833,2460000,J112520 I
11,31000833,5590000,J112520 II
2014,31000833,5380000,J112520 III
2017,31000833,3880000,J112520 IV
2016,31000833,6180000,J112520 V
11,31000833,11750000,J112520 VI
13,31000833,31380000,J112520 VII
11,31000833,4960000,J112520 VIII
2015,31000834,2330000,J165412 I
2016,31000834,3910000,J165412 II
2016,31000834,4610000,J165412 III
2017,31000834,4890000,J165412 IV
11,31000834,10920000,J165412 V
13,31000834,53610000,J165412 VI
13,31000834,17360000,J165412 VII
2016,31000835,3450000,J151102 I
2015,31000835,2790000,J151102 II
11,31000835,7610000,J151102 III
13,31000835,19450000,J151102 IV
13,31000835,20720000,J151102 V
2016,31000835,7880000,J151102 VI
13,31000835,39540000,J151102 VII
12,31000835,25480000,J151102 VIII
12,31000835,7850000,J151102 IX
2016,31000836,2030000,J133049 I
11,31000836,5410000,J133049 II
11,31000836,6170000,J133049 III
11,31000836,5230000,J133049 IV
13,31000836,19650000,J133049 V
13,31000836,23180000,J133049 VI
13,31000836,20500000,J133049 VII
2015,31000837,1720000,J161628 I
2063,31000837,2050000,J161628 II
2015,31000837,3850000,J161628 III
11,31000837,6710000,J161628 IV
2016,31000837,3330000,J161628 V
13,31000837,16150000,J161628 VI
13,31000837,38010000,J161628 VII
11,31000837,8850000,J161628 VIII
13,31000837,18390000,J161628 IX
2015,31000838,4020000,J134306 I
2016,31000838,4450000,J134306 II
11,31000838,6790000,J134306 III
2016,31000838,3860000,J134306 IV
11,31000838,7760000,J134306 V
13,31000838,83480000,J134306 VI
13,31000838,38040000,J134306 VII
2016,31000838,4530000,J134306 VIII
2016,31000839,2610000,J131842 I
2015,31000839,2500000,J131842 II
11,31000839,4140000,J131842 III
2017,31000839,5030000,J131842 IV
2016,31000839,5090000,J131842 V
11,31000839,6140000,J131842 VI
2016,31000839,10380000,J131842 VII
13,31000839,14970000,J131842 VIII
2016,31000839,4820000,J131842 IX
11,31000839,8380000,J131842 X
13,31000839,19270000,J131842 XI
2015,31000840,3890000,J232329 I
2015,31000840,3690000,J232329 II
2063,31000840,2760000,J232329 III
2017,31000840,5960000,J232329 IV
2063,31000840,6380000,J232329 V
2015,31000840,5410000,J232329 VI
13,31000840,35550000,J232329 VII
13,31000840,40210000,J232329 VIII
13,31000840,47690000,J232329 IX
12,31000840,8340000,J232329 X
2016,31000841,1690000,J164921 I
2017,31000841,3860000,J164921 II
2016,31000841,5370000,J164921 III
2016,31000841,10430000,J164921 IV
13,31000841,14660000,J164921 V
13,31000841,57500000,J164921 VI
2017,31000841,6820000,J164921 VII
2063,31000842,2350000,J203814 I
2016,31000842,2220000,J203814 II
2016,31000842,2390000,J203814 III
11,31000842,5550000,J203814 IV
2016,31000842,11290000,J203814 V
2016,31000842,11670000,J203814 VI
13,31000842,15040000,J203814 VII
13,31000842,34560000,J203814 VIII
13,31000842,24600000,J203814 IX
13,31000842,22930000,J203814 X
2016,31000843,3690000,J151311 I
2016,31000843,2200000,J151311 II
2016,31000843,2340000,J151311 III
2016,31000843,2880000,J151311 IV
13,31000843,40180000,J151311 V
13,31000843,40710000,J151311 VI
13,31000843,81000000,J151311 VII
12,31000843,44480000,J151311 VIII
2017,31000844,7140000,J101650 I
11,31000844,6310000,J101650 II
13,31000844,135910000,J101650 III
2016,31000844,4170000,J101650 IV
12,31000844,40020000,J101650 V
2016,31000844,4710000,J101650 VI
2016,31000845,2350000,J165006 I
2016,31000845,3260000,J165006 II
2015,31000845,3920000,J165006 III
2014,31000845,4940000,J165006 IV
13,31000845,15630000,J165006 V
2015,31000845,11770000,J165006 VI
2016,31000845,3340000,J165006 VII
13,31000845,43700000,J165006 VIII
13,31000845,12950000,J165006 IX
2016,31000845,10680000,J165006 X
2015,31000846,1530000,J103533 I
2016,31000846,2340000,J103533 II
2016,31000846,1830000,J103533 III
2015,31000846,5990000,J103533 IV
11,31000846,7810000,J103533 V
2016,31000846,5670000,J103533 VI
2015,31000846,11140000,J103533 VII
2015,31000846,10470000,J103533 VIII
13,31000846,14210000,J103533 IX
11,31000846,4810000,J103533 X
13,31000846,42370000,J103533 XI
12,31000846,14000000,J103533 XII
2016,31000847,3390000,J101441 I
2016,31000847,5250000,J101441 II
2016,31000847,5880000,J101441 III
13,31000847,31000000,J101441 IV
13,31000847,39750000,J101441 V
2017,31000847,6000000,J101441 VI
13,31000847,44500000,J101441 VII
12,31000847,26670000,J101441 VIII
2017,31000848,4400000,J124253 I
11,31000848,4620000,J124253 II
11,31000848,9080000,J124253 III
2014,31000848,11650000,J124253 IV
13,31000848,13050000,J124253 V
13,31000848,16530000,J124253 VI
11,31000848,8020000,J124253 VII
2063,31000849,1830000,J232200 I
2016,31000849,3360000,J232200 II
2016,31000849,5290000,J232200 III
2017,31000849,7210000,J232200 IV
2016,31000849,2390000,J232200 V
2016,31000849,8660000,J232200 VI
13,31000849,17270000,J232200 VII
13,31000849,84750000,J232200 VIII
2015,31000850,3650000,J144326 I
2016,31000850,6190000,J144326 II
2017,31000850,9130000,J144326 III
2016,31000850,5150000,J144326 IV
13,31000850,30130000,J144326 V
